X,Y
1,0.6311757407620618
2,0.12425382866400403
3,0.28045943087948955
4,0.6786062659402392
5,0.4862401033016308
6,0.9866243312298574
7,0.948348589069447
8,0.1648177203694654
9,0.21231846559933443
10,0.3348435032036424
11,0.1752715394256198
12,0.0984886216930887
13,0.5017955654052839
14,0.34513169297959456
15,0.9481630454974449
16,0.7960207018912175
17,0.5507096488923208
18,0.454207803897153
19,0.19622377057151275
20,0.2873764405899468
21,0.18440890534481535
22,0.013082297539144028
23,0.7847487360881306
24,0.9525772268443141
25,0.15824368578355452
