X,Y
1,0.40647173114495827
2,0.43824681259594256
3,0.9585693650853325
4,0.20210995792608633
5,0.5389997367152464
6,0.6797615502631522
7,0.5009603461591946
8,0.3152443307391659
9,0.48403557076996384
10,0.7451766816413382
11,0.7442999448881611
12,0.4203217815179109
13,0.4348084054946686
14,0.31457681464938614
15,0.5684668881397347
16,0.30690376237267103
17,0.6386687325833202
18,0.7301723931676384
19,0.9353294354852718
20,0.9154196055021442
21,0.6300850534435796
22,0.31122142198402525
23,0.8219640991090056
24,0.12284523787288382
25,0.3893482399968903
