X,Y
159.94000912235032,-120.81302448530825
160.33165889706493,-120.62834902074223
161.21673525483624,-122.9287056944798
160.4444501632473,-120.97151477809011
159.2366967243814,-120.54797656654038
159.68573322057142,-119.99865799455623
159.84312961945096,-120.75018170788486
161.2510665053077,-120.87934357511202
162.03331500944103,-119.89409208843198
161.20266077233345,-121.2707565040655
160.29166457459286,-119.7229084689086
162.78566361341763,-121.80680877551626
160.7008235577702,-122.12088288300934
162.05812853680925,-121.05651798435213
159.99214000988576,-120.8571405585729
160.64266604300983,-120.17371210712378
169.89192959784106,-128.57836588364677
167.80924310411476,-125.79903453924881
169.42207257674522,-127.27059814006982
168.53464471261853,-127.43448483866287
169.36217544406466,-126.95889753606272
170.5838347844791,-128.35810518381712
169.8164402036042,-126.87556060898797
169.3893409025598,-127.64133699723921
168.5650438598677,-125.7991915536835
168.06654834188072,-127.7714801742749
170.78129675596324,-127.8196751685901
169.1602069407582,-128.71753809523045
169.44404042790543,-128.47065087605876
168.64742538619433,-128.34175742329006
170.1652137887389,-129.41119483324914
169.23861795473715,-128.39960744032774
179.28440595926017,-134.01329937602137
179.71337331320825,-134.7630571040073
179.79843588209843,-135.88783453873788
180.21980186799772,-135.03014304899875
179.20329159825044,-134.50711956185876
178.9113580493517,-133.70622909582113
180.38937113395318,-136.7786476429155
179.45553126628658,-136.05194544848806
179.1207561288053,-133.4868211586198
177.1201814937452,-133.34849222161938
179.94791988115492,-137.08408620987802
179.02535868874753,-133.2316698915655
179.51372819519875,-134.0023374628233
178.22881036652103,-133.7856708591177
179.49307794422313,-134.0539101478451
178.21775293970194,-132.88081535074335
176.63028266104223,-139.36468547365763
182.62380474800239,-121.72549546317443
194.72808247007706,-144.53213573726816
