X,Y
31.059271166196464,-259.3405952762288
32.2115833597679,-268.2643493253181
28.28432121643659,-235.1553931176414
29.270104876782213,-246.73479406416146
30.50289685160019,-252.69032397919128
29.509899067366117,-245.58675442761154
28.72818090707736,-240.18059778670528
30.092520750883242,-251.05971867714956
31.24768868934229,-260.31003563183094
31.006334084182175,-257.9581855566374
29.28238979189377,-244.35281785869438
29.94343884281863,-252.00144245878133
31.73987222586098,-263.33621631965997
29.04248081343825,-241.3615383838034
31.676597723385555,-263.8182633275091
28.616025734810105,-238.2178662303552
30.198174095644955,-251.2718486709668
30.4638426313716,-253.47225205347587
30.288691178785335,-253.23982618636697
29.97220410492826,-247.3748190809677
49.313602298226016,-410.8119741918629
49.951347130409445,-417.03163541190906
50.81122001019693,-423.8578010883067
50.83330883391828,-424.23533065865684
49.75370375979632,-413.7560839260867
48.79393338671579,-405.88773212539206
50.354243283691815,-419.706956510083
50.859053670954914,-423.29215637535873
49.53908884072311,-413.98069554952536
49.755339629559124,-415.81387574631884
49.13538769611813,-409.1214785783631
50.14953827292122,-418.01957214141964
51.09350223012625,-426.02535818708435
51.4886398204829,-429.5997111381796
49.55027293227163,-413.6988094052703
49.245869719870456,-409.88073399246036
49.90955384351831,-417.1736824737301
49.69055260463735,-414.31993401761815
49.69239331920677,-414.9836829362188
50.51707372457365,-419.82442609655664
43.83934701720921,-302.1865310052719
