X,Y
0,5.539814327588534
1,8.059213850813258
2,7.313051504851076
3,27.674458394513486
4,8.387028504986933
5,9.419481644057841
6,7.597394635932564
7,5.198044351842075
8,9.334572182953224
9,5.988755644319895
10,5.832979632986187
11,8.384256804757044
12,0.5
13,6.4377934778531625
14,5.653875661586534
15,7.939329439729548
16,8.425012791026212
17,8.608604151331793
18,6.237602447379769
19,9.669985544962886
20,8.485646615385582
21,6.4269181015229915
22,9.54205858419972
23,9.703804166949892
24,5.875978193231884
