X,Y
0,8.257785867484673
1,5.503026935324933
2,9.93106570389515
3,9.474078218362385
4,8.549848726955188
5,0.5
6,7.716614250917015
7,8.839235763022588
8,6.839690688398429
9,9.545426072061096
10,24.04559983177208
11,8.940340368536853
12,8.92212969686907
13,9.474828110838008
14,6.696446650896459
15,9.261423973863822
16,8.19861103643822
17,5.106481163225561
18,7.119405849586077
19,7.66710621615726
20,5.3141876374965005
21,6.958389123435287
22,9.656467841569727
23,6.009460007419571
24,6.208791457215191
