X,Y
0,6.467035014799725
1,8.206737969531012
2,8.360816118038272
3,7.571286158877461
4,29.203032252156127
5,5.978751775980735
6,6.168748451441081
7,0.5
8,9.160740478811402
9,7.337265399665361
10,8.80585037641869
11,9.85099668886267
12,9.097484042611985
13,7.25831597564519
14,8.211902684412964
15,5.980945761706179
16,6.650020681838605
17,6.879920941966269
18,9.84628757214577
19,6.0113670873757705
20,5.359106101271128
21,6.553392169991632
22,5.001982745258869
23,5.256214215449281
24,8.080600248229722
