X,Y
49.697456712822955,-20.73849656840954
51.87183080784354,-20.744540972649304
50.3118016114358,-19.828698792979544
49.707229176077206,-20.384329392667194
51.859539822931985,-20.128128916822064
50.46772474880842,-21.274790376978274
49.04723307618614,-20.149077521417006
49.88624730165512,-20.33132545893501
48.203364501084714,-20.332096331852174
50.9046415516823,-20.48987240785433
68.87324418347208,-27.381712810245702
71.43472225392144,-30.861374296951727
69.61251281145917,-29.224091087712036
68.71141533745326,-29.44774800632409
69.74793946077783,-29.998956611792007
70.07592518930899,-29.41019985319601
68.00718150933012,-28.691113094768404
69.3034741090481,-28.681560991253082
67.67506209364714,-28.69785885418756
68.12079493991496,-27.5997454722135
63.06654685510835,-18.925065268909048
