X,Y,Label
-0.33211065942582296,-0.1583112713942121,cluster_0
1.925280304591399,-1.0205555747089794,cluster_0
0.5884377804498163,1.3448539058830726,cluster_0
-3.023417971504158,0.17169555799261593,cluster_0
-0.6278785661024491,0.45263848967831816,cluster_0
1.8847852492503439,0.54721688211126,cluster_0
-1.8947713559876258,-1.042587809585299,cluster_0
-0.7585780954149105,1.2635095663842157,cluster_0
0.9756591829265664,-0.1978889255058619,cluster_0
1.3434027963480828,-0.5594198360180065,cluster_0
9.97026322047905,-1.6932428062488398,cluster_1
9.08749448528302,-1.016769534843731,cluster_1
10.831979096950024,-2.437227303604495,cluster_1
10.338113767206456,-1.1568731620143342,cluster_1
10.922961806781064,-1.1094187522681236,cluster_1
9.785469455054281,-1.710665543313833,cluster_1
9.756601458507394,-1.8810381473440867,cluster_1
8.562827517901681,-2.153249530605692,cluster_1
10.44580486499793,-1.0772603658396294,cluster_1
8.327253912882668,-1.195515409393686,cluster_1
-0.0007122933176759716,-6.366050923724936,outlier
