X,Y
-0.59,0.04
-1.02,-0.22
0.45,-0.64
-0.64,-0.59
0.13,2.82
-0.54,1.42
1.18,-0.35
-0.58,2.16
-0.88,-0.07
-0.02,0.23
0.78,-1.45
1.00,-0.33
0.99,1.66
-0.08,-0.82
0.34,0.46
0.82,0.04
5.97,1.89
7.19,-0.48
6.88,0.03
7.08,1.37
7.76,1.48
8.29,1.46
8.31,1.23
8.55,-1.23
6.60,0.03
5.26,1.56
6.31,1.93
6.94,0.91
8.96,1.12
7.03,0.63
5.66,0.85
7.74,1.14
14.13,2.43
13.90,0.88
12.79,0.64
13.00,2.48
12.48,0.33
12.58,-0.24
13.05,1.43
15.55,1.65
14.68,1.13
15.15,2.98
13.54,-1.09
14.53,-0.04
15.72,1.55
13.54,3.12
12.68,1.90
13.87,0.41
-4.58,-2.54
10.85,21.76
