X,Y
0.27,0.50
0.12,-0.32
-0.38,1.14
0.27,0.78
1.53,-0.36
0.95,0.90
-0.53,1.64
-1.61,-0.24
0.06,0.76
-0.72,-0.34
0.32,0.07
0.45,2.24
0.18,-0.68
-0.49,0.67
-1.36,1.62
0.03,0.71
5.48,-0.47
7.62,-0.12
8.26,-0.82
7.41,1.07
7.51,1.34
6.89,-1.05
6.31,-1.21
7.65,0.14
6.78,-0.94
7.64,0.38
6.85,-0.21
8.08,0.28
6.67,1.25
7.09,-0.63
5.30,-0.69
5.68,0.95
13.78,0.13
13.86,0.36
13.52,0.53
11.31,0.04
14.20,0.96
14.31,1.08
13.35,0.93
13.84,-1.93
13.09,1.49
13.04,-0.38
13.19,-1.01
13.47,0.54
12.68,0.71
10.78,12.51
-5.84,2.01
