X,Y
0.90,-1.19
0.18,0.81
1.12,-0.57
-1.84,0.14
1.38,-0.15
-0.34,0.14
0.41,1.03
0.12,-2.58
0.79,-1.05
1.05,0.51
-0.11,-0.33
-1.45,1.32
-1.15,1.42
0.75,-2.01
1.26,0.66
1.46,-0.79
6.16,-1.73
7.09,-2.14
9.75,-0.53
4.54,-2.11
6.82,-2.01
6.15,-2.02
5.60,-2.01
5.90,-0.58
6.25,-1.43
7.37,-0.79
5.62,-2.99
8.01,-4.17
6.89,-0.58
6.46,-2.00
7.09,-2.82
5.95,-1.72
12.57,-3.37
12.23,-3.20
12.95,-3.35
12.83,-3.44
13.39,-1.07
11.64,-1.44
16.10,-4.26
12.87,-3.63
14.44,-4.27
13.59,-3.84
14.40,-3.43
12.24,-3.04
13.78,-2.96
1.28,24.81
4.96,24.61
