X,Y
-0.86,-1.27
0.65,-1.29
-0.17,-0.78
-0.92,0.90
-0.73,0.53
0.46,0.17
-0.70,0.29
-0.86,-0.21
0.08,-1.87
1.72,1.00
0.26,0.40
0.51,0.90
0.42,0.24
1.05,1.50
0.85,-1.06
-0.00,0.56
5.10,1.25
5.21,-1.54
6.95,2.27
6.78,0.44
5.30,1.83
8.85,2.23
8.28,2.17
6.19,0.18
4.95,1.34
6.48,1.08
7.63,0.90
6.26,0.64
7.11,1.74
6.17,1.45
5.06,1.78
8.31,1.14
12.31,1.07
12.58,1.67
13.01,0.09
12.73,1.22
15.16,3.64
15.27,2.83
13.16,2.10
13.45,1.37
13.79,1.97
12.29,2.10
13.65,1.05
13.48,3.04
11.89,1.46
14.69,0.91
13.66,1.05
13.86,1.39
-7.84,17.52
-6.31,0.67
