X,Y
-2.14,-1.43
-0.46,0.33
0.69,-1.56
0.79,0.91
-1.68,-1.23
0.08,0.09
3.01,1.93
-0.53,-1.79
1.13,0.90
0.80,0.26
-0.34,1.53
-0.40,1.50
-0.09,0.74
-2.51,-2.32
-0.61,0.64
-1.20,-2.22
6.44,1.86
5.97,2.44
6.41,1.58
5.66,3.27
7.47,3.64
6.84,2.73
5.11,0.74
6.06,4.06
4.22,2.47
6.95,2.73
9.49,6.25
7.84,4.29
5.98,2.54
5.77,1.86
5.91,1.97
6.91,2.95
13.92,4.87
14.50,6.08
14.43,4.68
13.36,6.42
12.72,3.82
14.12,5.54
14.89,6.97
14.06,7.25
13.17,5.76
13.34,5.37
14.55,7.06
13.16,4.85
12.91,5.75
12.32,3.00
-1.79,18.76
-3.95,20.77
