X,Y
1.77,-1.92
0.41,1.32
-0.01,-0.87
0.26,-0.34
1.50,-0.21
-0.57,1.69
0.40,-0.43
0.24,0.81
-0.71,0.99
0.24,-0.48
-0.56,-0.48
0.90,-1.24
-1.17,0.46
-1.50,0.78
6.68,-4.98
9.04,-4.22
5.16,-2.85
8.97,-2.89
6.22,-3.43
6.72,-4.84
3.84,-2.78
5.66,-2.65
4.38,-1.77
7.44,-4.18
8.79,-4.91
8.42,-3.00
6.80,-3.20
-2.08,-0.42
0.90,-1.24
-1.50,0.78
6.68,-4.98
9.04,-4.22
5.16,-2.85
8.97,-2.89
6.22,-3.43
6.72,-4.84
3.84,-2.78
5.66,-2.65
4.38,-1.77
7.44,-4.18
8.79,-4.91
8.42,-3.00
6.80,-3.20
-2.08,-0.42
0.90,-1.24
-1.50,0.78
6.68,-4.98
9.04,-4.22
5.16,-2.85
8.97,-2.89
6.22,-3.43
6.72,-4.84
3.84,-2.78
5.66,-2.65
4.38,-1.77
7.44,-4.18
8.79,-4.91
8.42,-3.00
6.80,-3.20
-2.08,-0.42
0.90,-1.24
-1.50,0.78
6.68,-4.98
9.04,-4.22
5.16,-2.85
8.97,-2.89
6.22,-3.43
6.72,-4.84
3.84,-2.78
5.66,-2.65
4.38,-1.77
7.44,-4.18
8.79,-4.91
8.42,-3.00
6.80,-3.20
-2.08,-0.42
0.90,-1.24
-1.50,0.78
6.68,-4.98
9.04,-4.22
5.16,-2.85
8.97,-2.89
6.22,-3.43
6.72,-4.84
3.84,-2.78
5.66,-2.65
4.38,-1.77
7.44,-4.18
8.79,-4.91
8.42,-3.00
6.80,-3.20
-2.08,-0.42
0.90,-1.24
-1.50,0.78
