X,Y
-1.12,0.6
0.66,-0.76
0.53,0.43
-0.41,-0.73
-0.03,-0.31
-0.35,-1.6
-0.19,0.45
0.2,-0.5
0.18,0.12
-0.73,0.58
-0.0,0.57
-0.59,-1.02
0.1,1.59
1.62,-2.24
-1.6,1.61
-0.19,0.85
0.1,-0.75
1.62,-1.6
0.18,-0.88
6.48,0.1
7.57,-1.93
7.31,-0.45
7.27,-1.72
7.36,-2.99
5.92,-0.04
6.46,-1.6
6.71,-0.56
4.99,-2.18
5.27,-0.87
6.74,-0.88
6.82,-1.34
6.82,-2.32
8.82,-0.57
8.22,-2.33
6.35,-1.96
12.59,-2.86
15.34,-4.08
12.9,-2.13
13.13,-2.61
13.74,-4.3
13.79,-2.52
14.1,-2.0
12.14,-1.06
12.5,-3.77
13.58,-3.64
17.81,2.19
15.42,-3.29
