X,Y
-5.0,-6.0
0.0,-4.0
5.0,-2.0
10.0,0.0
15.0,2.0
20.0,4.0
25.0,6.0
-6.0,-6.0
-4.0,-4.0
-2.0,-2.0
0.0,0.0
2.0,2.0
4.0,4.0
6.0,6.0
8.0,8.0
1.17,-1.28
-2.14,-1.13
0.27,0.38
-3.83,-1.51
0.83,0.35
-0.84,-0.89
0.85,1.56
-0.97,0.62
-1.85,0.19
0.67,0.41
-2.01,-2.74
-0.97,0.62
-1.44,0.72
-1.94,0.3
0.75,-0.56
5.39,3.35
5.95,1.4
7.76,4.26
6.57,3.86
6.09,3.23
4.62,2.24
7.47,4.19
6.63,2.91
7.31,3.03
6.38,3.64
7.13,3.71
7.62,3.68
8.38,2.67
7.43,3.33
6.96,2.57
14.11,5.8
12.23,5.8
12.86,5.06
12.72,7.74
11.45,4.59
13.53,5.99
13.45,5.49
14.06,6.58
14.61,5.1
14.66,6.16
12.13,4.53
12.85,4.63
11.71,4.88
12.1,3.07
13.15,5.3
13.3,5.59
27.55,-6.96
-7.55,-6.77
