X,Y
0.20,-0.89
-0.75,-0.34
-1.24,1.36
-1.37,2.30
-0.59,1.37
0.61,-0.53
-1.38,-0.09
0.13,0.69
-1.82,0.79
0.37,1.54
-1.18,2.15
0.93,-1.80
1.50,0.69
-0.75,-0.74
-0.72,2.07
0.02,0.31
6.06,-1.78
6.79,-3.35
4.80,-2.06
5.93,-3.04
7.46,-2.54
6.63,-2.13
7.26,-2.46
6.99,-0.10
5.82,-2.02
5.26,-0.79
4.68,-0.81
5.81,-0.02
7.81,-1.20
8.11,-2.69
5.91,-1.20
14.88,-4.36
13.83,-4.67
12.41,-3.87
11.96,-4.42
12.83,-3.30
13.99,-5.57
15.17,-5.06
12.86,-2.97
13.37,-2.02
15.30,-5.10
13.73,-3.16
14.50,-3.54
12.25,-2.11
13.40,-3.06
15.57,-3.68
13.32,-3.70
15.71,-4.14
12.83,-3.06
13.99,-3.16
15.57,-3.68
13.40,-3.06
5.15,4.50
