X,Y
1.24,0.34
-0.64,-0.92
-1.03,1.35
-0.25,0.05
-1.02,-1.36
0.76,-1.26
0.26,-2.51
1.56,0.51
-1.04,0.73
0.23,-0.65
-1.04,-0.57
1.00,-0.20
1.29,-0.03
0.30,-0.60
-0.19,0.93
-0.30,1.20
6.28,-2.29
6.35,-2.47
7.72,-4.04
6.99,-3.66
4.88,-2.68
9.33,-1.45
5.66,-2.96
6.44,-2.51
7.03,-2.94
8.31,-3.81
5.43,-3.82
6.96,-4.36
6.10,-4.13
6.86,-3.01
6.44,-3.76
6.77,-4.29
12.28,-7.13
12.39,-6.61
13.48,-6.24
12.39,-4.68
12.36,-5.50
13.63,-7.27
16.19,-6.59
14.40,-6.67
15.27,-9.06
14.81,-7.07
12.21,-4.46
13.89,-6.27
22.91,10.80
10.84,17.28
