X,Y
0.03,0.65
0.04,0.50
-1.23,-0.80
0.96,-0.49
0.95,-0.98
0.50,0.84
0.40,0.24
0.50,-1.23
0.23,1.63
-0.12,0.69
1.68,-1.70
1.17,-1.31
0.42,0.91
0.63,-0.81
-1.75,1.27
-0.48,-0.27
7.13,-4.23
7.34,-4.97
7.66,-4.46
6.84,-2.09
6.16,-1.63
6.46,-3.71
7.47,-4.33
6.73,-1.75
5.14,-3.60
6.31,-4.14
12.85,-4.93
11.65,-8.71
12.67,-7.46
11.65,-5.80
12.24,-5.95
13.72,-7.23
12.30,-6.12
13.98,-5.94
12.95,-5.75
12.21,-5.67
13.98,-6.40
13.48,-7.05
12.01,-6.33
14.94,-9.80
12.63,-6.97
12.96,-4.71
12.01,-6.33
13.98,-6.40
25.87,17.38
-7.50,10.34
