X,Y
-0.25,0.26
1.66,-0.49
-0.78,1.25
1.40,-1.65
-0.43,-0.03
0.70,-0.18
0.26,-1.41
0.56,-0.49
-1.14,0.33
1.16,0.56
-0.50,2.03
-0.03,-0.22
0.59,0.23
-0.49,1.80
0.19,-0.24
5.03,-1.57
7.07,-2.24
7.50,-2.70
7.29,-2.48
6.17,-2.61
7.54,-3.66
5.37,-2.19
7.66,-1.89
8.42,-2.96
8.67,-4.81
6.25,-2.54
7.01,-3.43
7.49,-2.51
6.29,-3.38
7.25,-1.87
14.48,-5.08
13.43,-5.90
13.12,-5.03
12.62,-4.18
14.61,-4.35
12.80,-6.43
11.88,-4.67
13.17,-5.28
12.41,-3.74
12.68,-4.05
12.94,-4.82
14.73,-2.80
29.56,-4.30
23.77,18.06
