X,Y
-5.0,8.0
-2.5,6.0
2.5,4.0
0.0,2.0
1.25,3.0
-7.5,5.0
2.5,4.0
-1.25,0.0
-3.75,1.0
-2.5,2.0
-8.75,5.0
-1.875,3.0
-1.25,1.0
-10.0,-2.0
0.625,4.0
-15.0,-6.0
12.5,-4.0
7.5,-6.0
10.0,-5.0
8.75,-4.0
17.5,-8.0
8.75,-8.0
5.0,-1.0
4.375,-2.0
11.25,0.0
7.5,-6.0
12.5,-5.0
11.25,-9.0
5.625,0.0
10.0,-4.0
8.75,-6.0
13.75,-7.0
20.0,-10.0
22.5,-10.0
21.25,-9.0
20.625,-8.0
22.5,-12.0
21.875,-9.0
22.5,-9.0
21.875,-9.0
21.25,-8.0
18.75,-4.0
25.0,-11.0
20.625,-6.0
17.5,-8.0
25.0,-14.0
21.25,-9.0
22.5,-8.0
19.375,-13.0
-12.5,-12.0
