X,Y
41.171749,31.645234
35.19193,77.16851
26.534932,37.987439
31.357844,71.234916
59.065486,51.282139
58.834711,106.980649
15.218182,55.509977
62.197473,132.435222
50.95699,44.37878
37.729229,85.714489
28.136499,98.133091
39.099645,9.76
52.368626,47.398781
36.814112,79.999108
26.108712,69.849972
40.575132,99.193642
126.05939,106.842059
135.579232,88.683154
102.983049,107.978805
131.628197,127.277335
132.833942,106.480421
104.391812,41.310424
127.751354,122.679504
101.133,82.51298
113.925384,115.413756
108.062626,93.898663
118.297903,136.044312
102.818101,97.45268
120.433872,119.861506
130.476435,76.804675
132.594132,86.786225
135.505477,96.874369
233.007794,116.978778
200.43863,117.661171
220.410971,187.443165
195.023629,118.707365
202.551769,126.122427
220.957345,136.189733
201.192212,132.888726
208.36095,110.222691
206.668515,123.691175
188.552393,119.374596
211.47991,154.988782
197.393233,104.158276
194.81221,129.544059
202.068043,146.827266
206.136848,127.402948
208.93703,136.704408
319.581818,211.36
