X,Y
18.143993,10.909098
35.556331,5.98837
15.218182,-4.36
46.457767,-2.679906
30.584534,3.061128
79.786442,-3.859816
32.83637,9.605425
42.883825,0.984291
57.318174,-0.735485
39.049766,2.099557
63.451668,4.6807
43.259697,-2.906057
57.919686,10.188665
37.708696,-2.696998
32.960646,5.727565
29.285322,4.837485
167.280293,31.475696
140.482557,14.469057
174.750095,42.305157
192.605152,2.5994
138.219667,12.517892
151.841813,0.181393
178.817415,9.032834
145.566405,4.484547
157.875607,17.73195
184.726983,17.825591
148.595322,8.534851
164.904928,12.838228
168.831583,18.243089
179.219544,16.082926
185.795477,16.851679
143.05357,11.841913
305.273835,91.396045
281.44598,46.523681
277.698645,66.6106
267.122584,20.86463
273.900312,43.832142
319.581818,78.416986
284.412431,54.262288
279.877077,34.065097
311.792209,41.848885
288.665098,53.864254
291.099358,57.89876
295.67063,45.207175
281.506904,60.195766
276.256054,48.57175
248.0587,64.464654
302.118367,78.155238
65.60812,-11.76
