X,Y
67.218182,2
94.185742,1
93.320216,1
106.849985,6
93.288278,4
123.192957,3
112.517202,5
90.720625,6
132.120948,3
186.1685,-1
175.9096,2
208.442459,-5
210.002358,-6
186.839793,-2
218.674661,-4
203.396905,-3
184.784749,-6
177.959701,-4
204.580204,-6
193.854796,-5
189.615671,-4
172.671709,1
195.4403,-3
178.822805,-7
218.889968,-6
286.436324,-8
284.965,-9
299.384013,-7
289.226776,-9
288.000281,-8
278.731214,-8
299.079721,-9
268.128559,-6
276.953341,-8
283.873996,-9
305.129888,-9
296.025436,-8
279.161634,-8
264.908146,-7
280.024112,-8
301.657149,-9
373.581818,-10
358.76479,10
