X,Y
240.117407,-38
310.288031,-36
380.458654,-34
450.629278,-32
74.396586,-24
82.303555,-26
86.371828,-22
69.218182,-26
88.75224,-26
100.082248,-25
104.806162,-24
96.955028,-26
94.089963,-24
81.831484,-28
84.498323,-29
82.099536,-24
95.313472,-25
82.450561,-28
152.374331,-22
149.435767,-24
156.922672,-20
156.382513,-22
146.597436,-19
148.260076,-21
162.844404,-21
153.463824,-23
156.790103,-21
164.879656,-19
151.667735,-20
147.346306,-23
159.106786,-27
143.592325,-23
214.876759,-19
215.927607,-20
226.692944,-21
225.287512,-20
211.589836,-21
217.12047,-22
232.201422,-20
201.409521,-20
226.029672,-21
222.20133,-20
221.281136,-18
232.272437,-21
208.206942,-21
207.366521,-20
242.180787,-25
255.672607,-8
373.581818,-4
