X,Y
125,90
130,100
135,110
140,120
145,130
150,140
155,150
160,160
165,170
170,180
175,190
180,200
185,210
190,220
195,230
200,240
205,250
210,260
215,270
220,280
225,290
230,300
235,310
240,320
245,330
250,340
255,350
260,360
265,370
270,380
275,390
280,400
285,410
290,420
295,430
300,440
305,450
310,460
315,470
320,480
325,490
330,500
335,510
340,520
345,530
350,540
355,550
360,560
365,570
370,580
375,590
380,600
385,610
390,620
395,630
400,640
405,650
410,660
415,670
420,680
425,690
430,700
435,710
440,720
445,730
450,740
455,750
460,760
465,770
470,780
475,790
480,800
485,810
490,820
495,830
500,840
505,850
510,860
515,870
520,880
525,890
530,900
535,910
540,920
545,930
550,940
555,950
560,960
565,970
570,980
575,990
580,1000
