X,Y
255,220
260,220
255,225
245,230
250,225
265,225
255,235
240,225
260,225
260,220
260,230
255,220
245,220
240,225
270,240
270,210
275,215
275,210
270,220
275,220
265,220
275,220
270,200
270,215
280,215
265,220
270,220
265,215
265,215
270,210
280,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275,215
275
