X,Y
160.59431,116.599525
142.733806,94.014654
156.564955,105.972593
148.954636,107.304338
156.051295,103.439711
166.527885,114.809685
159.946936,102.762514
156.284258,108.98522
149.21533,94.01593
144.94038,110.042765
168.22126,110.434398
154.319273,117.73044
156.753345,115.724232
149.92181,114.676843
162.937915,123.367101
154.991703,115.146933
241.141412,160.763843
244.820109,166.856381
245.549581,175.996332
249.163091,169.026723
240.445799,164.77663
237.942263,158.268587
250.617267,183.235087
242.608932,177.329899
239.737999,156.485676
222.581663,155.361614
246.831511,185.717084
238.919899,154.412315
243.108012,160.674766
232.088936,158.914131
242.930921,161.093846
231.994111,151.561268
218.380435,204.249253
269.779109,60.91304
373.581818,246.24
