X,Y
305.346792,-330
307.265542,-335
321.509292,-335
305.909292,-320
317.428042,-330
316.670342,-325
311.446451,-320
302.175392,-325
302.856784,-340
298.598812,-330
303.764873,-335
294.218182,-345
410.629423,-290
390.200801,-295
414.328232,-285
437.515243,-285
390.770306,-290
415.537527,-290
415.85348,-290
426.036342,-285
421.572459,-290
415.65438,-290
398.041183,-290
393.671632,-290
490.016635,-275
507.319222,-270
478.631822,-275
498.729169,-270
491.170334,-270
485.743333,-275
491.870625,-275
490.879168,-275
520.211271,-265
501.678993,-270
508.671991,-270
488.51963,-275
586.509823,-260
571.385358,-265
577.491858,-265
566.944797,-265
581.950753,-265
585.019829,-260
589.144205,-265
573.089868,-265
575.593277,-265
586.945097,-265
578.19536,-265
595.581818,-260
410.930296,-250
558.256808,-215
409.639436,-205
