X,Y,Label
-0.6284176662637128,-0.72746782691761,cluster_0
0.052949673118695965,-0.04823542339624083,cluster_0
0.7561191164246872,-0.33959922246890256,cluster_0
0.8372215187982138,0.35679727393571764,cluster_0
0.4844770070978244,-0.5518714305592829,cluster_0
-0.4353194310539148,1.0632508883411351,cluster_0
-0.37248541979098587,0.603641291235639,cluster_0
0.7244889192010534,-0.5370740170055419,cluster_0
-0.6971834398523432,0.5705286857096639,cluster_0
-1.2500819126837912,-0.3793126071577879,cluster_0
0.5992350880955739,-0.14330950136383627,cluster_0
-0.13643360842428726,-0.8824325720678052,cluster_0
1.6017083271175472,2.2791740137150955,cluster_0
0.5869197408950253,1.1125701811940858,cluster_0
-0.22891566475815184,1.0202541382059724,cluster_0
0.10876568738183058,1.186624391328708,cluster_0
-1.1927879043252658,-0.42161167914406755,cluster_0
-0.36342153304786545,-0.17832525041783048,cluster_0
4.913008597593475,-0.7374264542371893,cluster_1
5.457882848451379,-0.950989725890299,cluster_1
2.8781110734713615,1.0323578779998954,cluster_1
2.271236961142482,-2.3424665094382098,cluster_1
2.44335861152496,-1.3633155479961727,cluster_1
2.8273987976787516,-0.555938575838217,cluster_1
4.289447136987909,1.8579547166489099,cluster_1
3.1578420939683642,-1.0115468665537377,cluster_1
3.8955084157767477,0.19228803508170156,cluster_1
3.5545700132436124,0.615572529172602,cluster_1
3.3959799242551254,-1.2683918332279596,cluster_1
3.950183006764712,0.6276555575207898,cluster_1
3.1377287187820824,-0.10109077015393034,cluster_1
3.5349828002060444,0.8691580890830932,cluster_1
2.0069073756150146,1.6886383530544014,cluster_1
2.360834280617328,-0.34351410311674846,cluster_1
4.468052874219618,-0.9619567951692523,cluster_1
2.707935158414408,-1.459458304969307,cluster_1
6.429854950898053,-0.5037288224207352,cluster_2
7.943313761642017,-1.5785233080803869,cluster_2
7.914187284154166,-0.5002876301723137,cluster_2
8.305656660967447,-1.2203270028301683,cluster_2
6.4681518179941895,-0.9228280962673261,cluster_2
6.70111103329355,-0.6677125859668019,cluster_2
5.48069307643253,0.6382204593362377,cluster_2
8.221952869743113,1.1856030338027264,cluster_2
9.814784613335926,-1.1840177864689543,cluster_2
7.582995927728807,-0.9596263896425814,cluster_2
8.166123313179773,-1.5832192615655112,cluster_2
8.6245352730948,-1.1217828366703366,cluster_2
9.04355860756827,-1.0015181562437603,cluster_2
6.392914694663735,-0.7311128170296626,cluster_2
8.275872235550382,1.4653320116961739,cluster_2
9.047432315503285,-2.093474366178493,cluster_2
9.967824327971769,0.979339345476318,cluster_2
9.117808460143461,-1.1362038999628978,cluster_2
11.510880746453768,-1.7080434736820722,cluster_3
11.984413564376183,-0.6048991052874513,cluster_3
11.382752114123802,-0.8903146046012681,cluster_3
11.839291565335726,2.0497289419153897,cluster_3
11.733006018683884,-1.6625477822369945,cluster_3
13.568078907696652,-1.937863500190961,cluster_3
14.54818232227719,-1.4325791537429753,cluster_3
12.311534319342728,0.4068110873949764,cluster_3
11.995629109704552,-2.190374546163274,cluster_3
12.386901051349941,-0.30135772074362743,cluster_3
12.605075082874311,-0.5496538436307816,cluster_3
13.945972488932242,-1.0426162914017574,cluster_3
10.568058296953824,-1.6071156911158486,cluster_3
10.868219422836091,-0.28187823414698443,cluster_3
11.009600851097712,0.49211862111307203,cluster_3
12.016442866755682,-0.2776250632549404,cluster_3
12.007642381397243,-0.9999464251273096,cluster_3
12.943980319082772,-0.7740543827439719,cluster_3
16.86683035687946,-2.694298113737665,cluster_4
16.075778604164658,-1.5262312304836336,cluster_4
16.139929720896486,-1.551320712832027,cluster_4
16.469492294830392,-2.553179036401792,cluster_4
18.16432535380534,-1.320906702181181,cluster_4
13.758322277232482,-0.3569043004757668,cluster_4
15.963627764550413,-1.399071163276368,cluster_4
15.756788147171628,-1.9811701254438212,cluster_4
14.798733269887173,0.06969316456219854,cluster_4
15.381695153024367,-1.3904056270243115,cluster_4
15.5978411990403,1.0695268128795998,cluster_4
17.381035287202366,-2.07767283927714,cluster_4
15.786544660441047,-0.04080757157410231,cluster_4
15.984356102138284,-0.20928610321195673,cluster_4
16.53673832861663,-1.4090212670020297,cluster_4
15.759131398715263,0.15631322622094568,cluster_4
16.12497946028228,-1.9671822917499693,cluster_4
16.2217073199899,-2.376748363043715,cluster_4
12.412907749162983,16.64858598428299,outlier
15.111165837223808,22.97723300195471,outlier
19.46764875763165,-1.1950988299827436,outlier
21.20063838385998,24.062287700919356,outlier
