X,Y,Label
-0.7481948853927239,2.0219729283420653,cluster_0
-0.4083289808034671,0.04908301797398755,cluster_0
0.7649327454108358,-0.7686691925249305,cluster_0
-1.2146499563324575,0.6338683953432218,cluster_0
-2.3547123634197,0.6389615923783297,cluster_0
0.9456929009180385,1.9014713649666386,cluster_0
-0.08706379185894195,0.37079631827845494,cluster_0
-0.1284454381405215,0.6301421245744365,cluster_0
0.5000754087905286,0.3173328176439112,cluster_0
1.5962008195501471,1.1749086132061939,cluster_0
0.579836663800387,-0.5552056896894982,cluster_0
1.6325727978433289,-0.552740243886573,cluster_0
0.3632748422037728,0.7688631034384241,cluster_0
1.4275989951150683,-1.17271168540388,cluster_0
1.4691015205773834,-0.5773076228330289,cluster_0
0.7903886093993889,-0.8975149592646655,cluster_0
-1.722325335368312,3.59334935778934,cluster_0
4.891446365692866,-1.8973396582418434,cluster_1
5.726240203292097,-2.3330713251539263,cluster_1
5.5650263595687965,-1.5460995657347467,cluster_1
5.678132498257083,-2.14282372733475,cluster_1
5.953928471488849,-0.8833360563420911,cluster_1
5.528788987564454,-0.7667694221616137,cluster_1
6.7582543551313545,-2.0693427939690263,cluster_1
3.9109546007319675,-3.433375699731923,cluster_1
5.375808983093647,-0.9017964239586509,cluster_1
2.997154921666511,-0.36304459617108586,cluster_1
5.9747215061528856,-1.7772958446493834,cluster_1
5.076343989564957,-3.256121452796666,cluster_1
5.7277215154935615,-1.3616069606491115,cluster_1
6.05948741821472,-0.6861025067394617,cluster_1
4.781217109791517,-0.9044846108765031,cluster_1
5.5084274612271775,-1.3421140830440943,cluster_1
4.884255710610622,-0.7358439316457828,cluster_1
10.690930764161937,-3.5330569981844464,cluster_2
10.64192370248116,-2.4331065332829676,cluster_2
9.208142308658777,-3.1534759697873542,cluster_2
10.901724840161862,-4.88006864776621,cluster_2
9.6587045124009,-4.515237708157924,cluster_2
10.136491692976666,-3.1468222458034147,cluster_2
10.357487426589158,-3.4814449712166686,cluster_2
9.636787017340549,-1.3753155639277772,cluster_2
10.486476672713772,-1.757321062171373,cluster_2
10.061945111091948,-3.0556923104279234,cluster_2
10.163778948039205,-4.7328157068075845,cluster_2
11.307340780719233,-3.0467178086171605,cluster_2
9.178575306087806,-4.324209684960842,cluster_2
9.851219830066471,-2.5802872359236213,cluster_2
11.26516924842617,-3.9617196780469315,cluster_2
9.511092387337474,-3.890331817840245,cluster_2
9.909083213258521,-3.901225182237055,cluster_2
13.784879346701109,-4.5103730526967984,cluster_3
14.128864176711284,-4.305282269304442,cluster_3
14.528033769826246,-4.712228219163885,cluster_3
14.279548906701674,-2.5520305692292657,cluster_3
15.645670725837867,-4.680753664134013,cluster_3
13.506892951666316,-4.8963838393596735,cluster_3
14.962699343317638,-4.32535813221586,cluster_3
14.838739148844345,-3.935281826113208,cluster_3
15.0233944883023,-4.416445296078224,cluster_3
15.4630438190467,-5.5060003670541455,cluster_3
15.465210962254496,-3.7855804419591395,cluster_3
16.574880044411596,-6.951085012694239,cluster_3
14.95698576420987,-3.5287195332439807,cluster_3
13.852996409319298,-4.262909312650802,cluster_3
14.212343580561155,-4.165619678475457,cluster_3
16.740388268795382,-4.376863417084507,cluster_3
14.17303286722775,-4.04396364250845,cluster_3
29.095353830239105,29.21979388301886,outlier
-1.872518460917906,-4.347213306456608,outlier
22.311304412468587,5.641515619914458,outlier
