X,Y
0,-1.6254884891200996
1,-0.2387310085098201
2,-0.04890549472694061
3,-0.5559808096412955
4,-0.25321760176169983
5,-0.7426364078045984
6,-0.7903697278495383
7,-3.674053545385929
8,-2.3788111720113
9,1.3849163966414495
10,-3.192452304777051
11,-3.793273823064204
12,-3.8987654795308933
13,-1.186776797169121
14,-14.46293166358928
15,-3.5320147073097843
16,-4.500978274888501
17,-7.285702900102119
18,-6.102786859164082
19,-5.95452812130975
20,-10.213033333269673
21,-6.315022721805914
22,-9.539312560937196
23,4.801675051803887
24,-7.436188785562178
