X,Y
0,1.7008824371671971
1,-1.6872922926397564
2,-0.1871906434343945
3,-2.891377373806641
4,-0.9416208138338142
5,-0.7632953935928333
6,-2.2992321723970464
7,-1.85783984788661
8,-1.3885942191910674
9,-1.2372513983259883
10,6.662739913383313
11,-4.2969418145661065
12,-5.567311866906883
13,-17.337347294883017
14,-6.102635943428952
15,-5.451738803170906
16,-6.292894833780986
17,-5.688104135156728
18,-7.276314687438734
19,-5.803518691001259
20,-7.624029341856689
21,-7.712837589165721
22,-9.37890716942156
23,-8.630017536961832
24,-12.952004129298638
