X,Y
0,-0.3777580759431145
1,11.134555663186115
2,-9.52410812211112
3,3.055455685051417
4,0.5009579423497599
5,2.898186821744412
6,3.9413048090130687
7,2.455313516689557
8,3.7532378910631112
9,2.9414575581218587
10,5.459309577718842
11,5.419393150634755
12,6.705710222288798
13,9.996138795946472
14,5.6963610997709075
15,6.579604827925133
16,9.020141327057635
17,9.141343033530257
18,8.616387185103935
19,10.432754512977496
20,9.350394473067608
21,12.378695995568224
22,9.43579692932343
23,9.771086180023099
24,11.260907037049048
