X,Y
0,1.3625644789821458
1,-1.2240677084536609
2,-1.938748288387277
3,0.7118619708157541
4,9.03967516404413
5,-2.2937111976646274
6,-2.555233222252531
7,-3.8228858189530337
8,-1.0371798359582778
9,-1.6727262721020462
10,-2.144139737186979
11,-1.644247689155772
12,-2.695558664284264
13,-14.543110413372707
14,-0.41013352395940483
15,-5.524241788471766
16,-6.498176709308335
17,-3.3593128288956438
18,-4.682207716970768
19,-7.040583574362316
20,-7.070969586627496
21,-5.97009168118271
22,-7.371450892234689
23,-6.090285809426231
24,-8.300876413633684
