X,Y
0,-1.0330860442361485
1,1.1351150929871645
2,0.23662904247790953
3,0.3277260277985773
4,1.5003848330600569
5,0.40256143002619293
6,0.5185239817853846
7,2.030872244131126
8,2.277543906778453
9,1.083565589991069
10,-1.488131560279835
11,4.661417822781527
12,-11.099338202806571
13,3.920653477734172
14,4.795052641979872
15,1.0912370211434452
16,12.88115952940495
17,3.7160706860145014
18,5.209061167257375
19,3.8351356631404587
20,3.426667779431383
21,2.651433210958328
22,6.860918576659136
23,5.9961695515758375
24,3.060581713997779
