X,Y
0,-1.1721670350694433
1,-0.6796636846971342
2,1.9421699373417693
3,0.7040701343887541
4,-1.5540037915804639
5,12.554101094376772
6,0.34833932356532193
7,-3.0834045634837874
8,-2.4827910442556425
9,-4.009573865464667
10,-1.1212716244715906
11,-2.1295983156074634
12,0.13263062690643945
13,-2.319783435721251
14,-0.5484205347390738
15,-1.1768604637188187
16,-1.8046140685799428
17,-4.032438246679206
18,-0.9014839566570912
19,-0.5438634169408545
20,-0.7359681213743037
21,-9.518679221922774
22,-1.5400575298045847
23,-1.3421500056419693
24,-0.8559204007416352
