X,Y
69.218182,132.445106
81.9,211.66
94.581818,125.941578
107.263636,115.057216
119.945455,100.065046
132.627273,100.687549
145.309091,87.62401
157.990909,80.053137
170.672727,73.774172
183.354545,9.76
196.036364,72.640346
208.718182,94.149939
221.4,81.578128
234.081818,81.391463
246.763636,63.437861
259.445455,61.865013
272.127273,70.751487
284.809091,68.644794
297.490909,69.183946
310.172727,60.435477
322.854545,64.491626
335.536364,43.743054
348.218182,40.373479
360.9,30.450719
373.581818,39.526079
