X,Y
69.218182,143.804474
81.9,149.393659
94.581818,167.55196
107.263636,183.973736
119.945455,127.542101
132.627273,168.650944
145.309091,122.401905
157.990909,162.061767
170.672727,142.331588
183.354545,141.930113
196.036364,9.76
208.718182,116.925816
221.4,136.871293
234.081818,113.268904
246.763636,111.826376
259.445455,122.414454
272.127273,95.021503
284.809091,96.081696
297.490909,62.674721
310.172727,108.689123
322.854545,93.937888
335.536364,87.949539
348.218182,211.36
360.9,62.46807
373.581818,82.498102
