X,Y
69.218182,145.731387
81.9,123.619281
94.581818,117.509757
107.263636,140.168786
119.945455,211.36
132.627273,114.475318
145.309091,112.239668
157.990909,101.403003
170.672727,125.216912
183.354545,119.783875
196.036364,115.753945
208.718182,120.027327
221.4,111.040081
234.081818,9.76
246.763636,130.577286
259.445455,86.858777
272.127273,78.532988
284.809091,105.365907
297.490909,94.056996
310.172727,73.896164
322.854545,73.636406
335.536364,83.04738
348.218182,71.067709
360.9,82.019888
373.581818,63.122414
