X,Y
69.218182,128.675314
81.9,138.196264
94.581818,211.36
107.263636,112.990003
119.945455,123.501792
132.627273,110.764926
145.309091,124.827716
157.990909,89.721751
170.672727,111.212782
183.354545,109.40182
196.036364,107.876489
208.718182,94.819015
221.4,103.76703
234.081818,9.76
246.763636,105.544754
259.445455,90.817736
272.127273,73.370197
284.809091,79.765273
297.490909,79.282471
310.172727,59.852832
322.854545,77.29181
335.536364,72.486532
348.218182,72.903853
360.9,78.507688
373.581818,80.331213
